time,r_id,r_xpos,r_ypos,r_zpos,r_speed,r_acceleration,l_xpos,l_ypos,l_zpos,l_speed,l_acceleration
4548,0,-0.0588118,1.799259,0.5537999,0.3757049,0,0.0251019,1.659464,0.8048393,0.1644994,5.754011
4561,0,-0.05565717,1.799302,0.5577104,0.3643151,0,0.02425992,1.658263,0.8049272,0.106585,-0.5694881
4576,0,-0.05278496,1.799267,0.5614018,0.3393333,0,0.02326191,1.657081,0.8049886,0.112277,-1.249088
4590,0,-0.05096361,1.799111,0.5644642,0.2507629,0,0.02216326,1.656255,0.805081,0.09687865,-4.428524
4603,0,-0.05114424,1.798743,0.5663607,0.1403035,0,0.02115482,1.655821,0.8052508,0.08032265,-5.522968
4618,0,-0.05375172,1.798302,0.5668153,0.1935415,0,0.02019042,1.65608,0.8055004,0.07423337,2.661898
4631,0,-0.05929301,1.798106,0.5658082,0.4127305,0,0.0190361,1.656616,0.8059163,0.09805636,10.95945
4645,0,-0.06687076,1.797846,0.563798,0.5450979,0,0.01752275,1.657351,0.8064949,0.1236326,6.61837
4659,0,-0.0760781,1.797402,0.5609974,0.7153977,0,0.01648111,1.658598,0.807025,0.1269027,8.514989
4673,0,-0.08679204,1.797014,0.5576557,0.7744284,0,0.01560954,1.660296,0.8076634,0.1388137,2.951539
4687,0,-0.09825002,1.796633,0.5541331,0.8941629,0,0.01487099,1.662379,0.8084978,0.1761511,5.986723
4701,0,-0.109936,1.796043,0.5507937,0.8716791,0,0.01432048,1.664553,0.8094556,0.1746691,-1.124191
4715,0,-0.1210804,1.795418,0.5481074,0.8187665,0,0.01398148,1.666544,0.8103977,0.1589531,-2.64563
4729,0,-0.1321076,1.795101,0.5460213,0.7990912,0,0.01378686,1.667838,0.8110494,0.1040259,-0.9837657
4743,0,-0.1414676,1.795133,0.5447989,0.691401,0,0.01370866,1.668593,0.8114945,0.06445286,-5.384508
4758,0,-0.1498653,1.795063,0.5440263,0.5798084,0,0.01385656,1.668976,0.8117903,0.03478514,-5.579633
4771,0,-0.1574896,1.795021,0.5437041,0.5577275,0,0.0142854,1.668638,0.8116986,0.0404472,-1.104045
4785,0,-0.1637738,1.795895,0.5443709,0.4681974,0,0.01471032,1.667616,0.8112528,0.08756261,-4.476504
4798,0,-0.1689352,1.796664,0.5451922,0.3800479,0,0.01476113,1.667298,0.8112476,0.02319128,-4.407473
4813,0,-0.1715652,1.796979,0.546716,0.2184878,0,0.01466385,1.667039,0.8114792,0.02579207,-8.078006
4826,0,-0.1712652,1.796851,0.5488793,0.1592558,0,0.01442919,1.666378,0.8116854,0.05323673,-2.961598
4841,0,-0.1702951,1.796667,0.5511616,0.1722707,0,0.01408428,1.665468,0.8118426,0.0682839,0.6507412
4855,0,-0.1689528,1.796656,0.5535691,0.2021944,0,0.01363739,1.664472,0.811964,0.08058877,1.496185
4868,0,-0.1658699,1.796839,0.5565532,0.3002889,0,0.0130131,1.663287,0.8120857,0.09406051,4.904726
4883,0,-0.1612991,1.796664,0.5599308,0.4088606,0,0.01255158,1.662847,0.8122277,0.04694473,5.428584
4897,0,-0.1576488,1.796186,0.5628613,0.3336101,0,0.01217396,1.662667,0.8123525,0.03096024,-3.762525
4910,0,-0.1539846,1.795328,0.5656419,0.3413348,0,0.01157861,1.662523,0.8125942,0.04803982,0.3862381
4924,0,-0.152918,1.794185,0.5674114,0.1688247,0,0.01101777,1.662496,0.8128149,0.04313272,-8.625504
4938,0,-0.1548065,1.793669,0.5683945,0.1601849,0,0.01067973,1.662648,0.8129382,0.0285637,-0.4319906
4951,0,-0.1595936,1.79368,0.568346,0.3519559,0,0.01027156,1.662944,0.813098,0.03888368,9.58855
4966,0,-0.1668318,1.793736,0.5673863,0.5103093,0,0.009637723,1.663356,0.8133359,0.05540966,7.917668
4979,0,-0.1774926,1.793485,0.565127,0.7932534,0,0.009004395,1.664043,0.8136089,0.07081722,14.1472
4993,0,-0.1884222,1.792908,0.5629148,0.798519,0,0.008441878,1.665077,0.8139825,0.08833726,0.2632827
5007,0,-0.1997752,1.792025,0.5607549,0.821654,0,0.008110513,1.666205,0.8143727,0.08778917,1.156747
5022,0,-0.2105256,1.790795,0.5589945,0.7952645,0,0.008004528,1.667267,0.8147124,0.08125238,-1.319474
5035,0,-0.2226265,1.788724,0.5572331,0.8871602,0,0.008026585,1.668375,0.8150896,0.08374951,4.594788
5049,0,-0.2338694,1.78689,0.5561202,0.8116156,0,0.008136439,1.670078,0.8157416,0.1295116,-3.777233
5064,0,-0.2442608,1.78588,0.5558013,0.7255278,0,0.008434633,1.671925,0.8165012,0.1402721,-4.304391
5078,0,-0.2534176,1.785345,0.5560405,0.6722169,0,0.008746919,1.672773,0.8169109,0.07266578,-2.665544
5091,0,-0.2614762,1.785187,0.5567458,0.5992349,0,0.00909581,1.672957,0.8170957,0.03226886,-3.649098
5105,0,-0.2685344,1.785388,0.5579283,0.518365,0,0.009402557,1.672592,0.8170543,0.03461829,-4.043499
5120,0,-0.2745277,1.785436,0.5594774,0.4267881,0,0.009759044,1.672415,0.8171221,0.02786107,-4.578844
5133,0,-0.2790933,1.785219,0.5614154,0.3552586,0,0.01012785,1.672038,0.8171809,0.03792786,-3.576475
5147,0,-0.2822149,1.785018,0.5635459,0.2751645,0,0.01026872,1.671391,0.8172041,0.04819284,-4.004705
5161,0,-0.2811215,1.785257,0.5664576,0.2274867,0,0.01013399,1.670669,0.8172278,0.05358366,-2.383888
5174,0,-0.2785785,1.785433,0.5693397,0.2724806,0,0.009825272,1.66997,0.8172864,0.05426098,2.249692
5188,0,-0.2729475,1.785041,0.5708717,0.4253042,0,0.009439461,1.669285,0.8173305,0.05728535,7.641183
5203,0,-0.2693658,1.783296,0.5751718,0.4173374,0,0.009053865,1.668779,0.8171892,0.04638534,-0.3983393
5217,0,-0.2637164,1.780575,0.5779327,0.4871132,0,0.008563036,1.668093,0.816915,0.0630483,3.48879
5230,0,-0.2593048,1.777536,0.5801641,0.4129258,0,0.008084375,1.667552,0.8166901,0.05387364,-3.709373
5245,0,-0.2565064,1.774532,0.5820615,0.3261094,0,0.007727182,1.667413,0.8165771,0.0287987,-4.340817
5259,0,-0.2553248,1.771427,0.5836704,0.2626764,0,0.007176566,1.667324,0.8164741,0.04036583,-3.171651
5272,0,-0.2565998,1.768814,0.584745,0.2287818,0,0.006525606,1.667238,0.8163782,0.04897982,-1.694729
5286,0,-0.2611378,1.766456,0.5849931,0.3683716,0,0.005578701,1.667303,0.8162976,0.06853544,6.979487
5300,0,-0.2683897,1.764579,0.5846659,0.5276411,0,0.004631027,1.667876,0.8163173,0.07794295,7.963474
5313,0,-0.2777081,1.763131,0.584035,0.6938053,0,0.004045965,1.66856,0.8164164,0.06643544,8.308214
5328,0,-0.288356,1.761429,0.5829872,0.7785168,0,0.003429788,1.669665,0.8166206,0.09208892,4.235572
5342,0,-0.2998377,1.76004,0.5820266,0.818683,0,0.002885533,1.671264,0.8170199,0.1224597,2.008313
5356,0,-0.3116366,1.758776,0.5813557,0.8457316,0,0.002438579,1.672974,0.8175534,0.1313752,1.352426
5369,0,-0.3216506,1.757677,0.5812362,0.7349275,0,0.002287133,1.674109,0.8179944,0.08951034,-5.540201
5384,0,-0.3313003,1.757117,0.5814419,0.6814106,0,0.002327485,1.674969,0.8183696,0.06617432,-2.675849
5398,0,-0.3402522,1.757021,0.5821004,0.6329666,0,0.00254842,1.674966,0.818422,0.01601177,-2.422196
5412,0,-0.3484677,1.756623,0.5827343,0.6045029,0,0.002780793,1.674842,0.8183702,0.01967736,-1.423186
5425,0,-0.356128,1.756007,0.5833896,0.5653144,0,0.002964609,1.674673,0.8183255,0.01859461,-1.959428
5440,0,-0.3635318,1.754985,0.5841027,0.5304974,0,0.003051298,1.674748,0.8184103,0.01007059,-1.740849
5453,0,-0.3705161,1.754146,0.584929,0.5161386,0,0.003134135,1.674868,0.8185357,0.01400856,-0.7179409
5468,0,-0.3763329,1.753642,0.5857282,0.418585,0,0.003229832,1.674829,0.8186601,0.0114766,-4.877676
5482,0,-0.3813394,1.753062,0.5864077,0.3638538,0,0.003304233,1.674676,0.8187248,0.01306917,-2.736564
5495,0,-0.3861236,1.752364,0.5871644,0.3431409,0,0.003342569,1.674469,0.8187668,0.01501721,-1.035641
5509,0,-0.3888909,1.751567,0.5878688,0.2208834,0,0.003387176,1.674217,0.818828,0.01964127,-6.112879
5523,0,-0.3910367,1.751079,0.5883892,0.1617949,0,0.003426983,1.673735,0.8189073,0.03503744,-2.954425
5537,0,-0.3930531,1.750849,0.5887671,0.149612,0,0.00347831,1.673088,0.8189464,0.04713559,-0.6091431
5551,0,-0.3943605,1.750826,0.5890067,0.09318886,0,0.003496233,1.672258,0.8189359,0.05818763,-2.821157
5565,0,-0.3957769,1.75089,0.5892792,0.1047505,0,0.003432052,1.67148,0.8189304,0.05665588,0.5780827
5579,0,-0.3964637,1.75083,0.5894141,0.05096696,0,0.003260895,1.670877,0.8189695,0.04557371,-2.689178
5592,0,-0.3950816,1.750837,0.5891703,0.1012851,0,0.003019243,1.670462,0.8190265,0.03488344,2.515905
5607,0,-0.3938589,1.751237,0.5889379,0.09385207,0,0.00277714,1.670254,0.8191021,0.02354041,-0.3716491
5621,0,-0.3923273,1.751901,0.588668,0.1190812,0,0.002543285,1.670162,0.8192081,0.01921066,1.261458
5635,0,-0.392188,1.752335,0.588633,0.03255116,0,0.002377703,1.670171,0.8193139,0.01400902,-4.326504
5648,0,-0.3940622,1.753803,0.5887094,0.1744798,0,0.002094458,1.670167,0.8195376,0.02643877,7.096434
5663,0,-0.3947136,1.754948,0.5885464,0.09502249,0,0.001755854,1.670171,0.8198463,0.0327886,-3.972867
5676,0,-0.3950786,1.755869,0.5882582,0.07430581,0,0.001187938,1.670315,0.8203374,0.05509005,-1.035834
5690,0,-0.3951988,1.7564,0.5878962,0.04664538,0,0.0006362551,1.67071,0.8209161,0.06358799,-1.383022
5704,0,-0.3952787,1.756813,0.5875847,0.03761673,0,0.0004611559,1.670964,0.8211398,0.02739933,-0.4514324
5718,0,-0.3950531,1.756914,0.5873507,0.02422877,0,0.000372232,1.67108,0.8212656,0.01372834,-0.6693981
5732,0,-0.394604,1.756811,0.5872524,0.03417347,0,0.0003017595,1.671009,0.8212715,0.007277299,0.4972353
5746,0,-0.3946864,1.757209,0.5869776,0.03481602,0,0.000286863,1.670784,0.8212324,0.01623898,0.03212746
5760,0,-0.3952283,1.758147,0.5865389,0.08703873,0,0.0002327332,1.670541,0.8212127,0.01855901,2.611135
5774,0,-0.3963289,1.759895,0.5859401,0.1522447,0,0.0002765726,1.670121,0.8211126,0.03073979,3.260296
5788,0,-0.3971429,1.761533,0.5855078,0.1332206,0,0.0002522923,1.669636,0.8210495,0.03474426,-0.9512052
5802,0,-0.3968696,1.762001,0.5853502,0.04005768,0,0.0001443756,1.669036,0.8210191,0.04328602,-4.658144
5815,0,-0.3965363,1.762282,0.5852376,0.03256543,0,-0.0001623108,1.667863,0.8209803,0.08773071,-0.3746122
